before_stopword,after_stopword
"['betul', 'kadang', 'kerasukan', 'zidane', 'kayanya', 'tapi', 'kalo', 'dari', 'gaya', 'bermain', 'kayanya', 'memang', 'dia', 'kurang', 'kalo', 'di', 'epl', 'yang', 'biasa', 'pakai', 'fast', 'tempo', 'kalo', 'ke', 'itali', 'gacor', 'sih', 'enggak', 'terlalu', 'kaget', 'juga']",kadang kerasukan zidane kayanya kalo gaya bermain kayanya kalo di epl pakai fast tempo kalo ke itali gacor sih kaget
"['tim', 'lieur', 'stres']",tim lieur stres
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['enggak', 'bayindir']",bayindir
"['ten', 'hag', 'sampah', 'amorim', 'berlian', 'akhirnya', 'mu', 'punya', 'pelatih', 'berkelas']",ten hag sampah amorim berlian mu pelatih berkelas
"['semangat', 'coy', 'baru', 'awal', 'musim', 'coba', 'saja', 'dulu', 'manatau', 'ketagihan']",semangat coy musim coba manatau ketagihan
"['midchester', 'united']",midchester united
"['mungkin', 'masih', 'butuh', 'alumni', 'ajax', 'yang', 'belum', 'kebeli', 'mu', 'butuh', 'itu', 'kepingan', 'paxel', 'yang', 'hilang']",butuh alumni ajax kebeli mu butuh kepingan paxel hilang
"['leister', 'menang']",leister menang
"['livereuse', 'terus', 'nyuruh', 'amorim', 'out', 'begitu', 'komen', 'lu', 'sama', 'semua', 'gua', 'lihat']",livereuse nyuruh amorim out komen lu gua lihat
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['pendukung', 'sih', 'botak', 'masuk', 'goa', 'makan', 'itu', 'musim', 'cuma', 'ngebanggain', 'fa', 'sama', 'kebo', 'cup', 'begini', 'amat', 'tim', 'yang', 'sudah', 'musim', 'di', 'latih', 'tapi', 'kalah', 'sama', 'pelatih', 'yang', 'baru', 'datang', 'di', 'bantai', 'pula']",pendukung sih botak masuk goa makan musim ngebanggain fa kebo cup tim musim di latih kalah pelatih di bantai
"['dimanjain', 'ini', 'eth', 'keterlaluan', 'enggak', 'besar', 'sama', 'dapat', 'trophy', 'mah']",dimanjain eth trophy mah
"['percaya', 'proses', 'dulu', 'saja', 'masih', 'baru', 'match', 'dan', 'dengan', 'orang', 'baru', 'skema', 'juga', 'masih', 'progress', 'semoga', 'konsisten', 'seperti', 'pas', 'lawan', 'fulham', 'pada', 'menyala', 'semua', 'kalah', 'atau', 'menang', 'tetap', 'ggmu']",percaya proses match orang skema progress semoga konsisten pas lawan fulham menyala kalah menang ggmu
"['wkwkwkwkw', 'pemain', 'ini', 'tuh', 'berkelas', 'dan', 'skill', 'full', 'lihat', 'saja', 'bakalan', 'menyesal', 'deh', 'karena', 'gue', 'feeling', 'permormanya', 'sama', 'kayak', 'greenwood']",wkwkwkwkw pemain tuh berkelas skill full lihat menyesal deh gue feeling permormanya kayak greenwood
"['satu', 'kata', 'blog']",blog
"['tuker', 'palmer', 'kalo', 'mau']",tuker palmer kalo
"['kalo', 'onana', 'yang', 'cedera', 'enggak', 'ada', 'kiper', 'lagi', 'bang', 'kecuali', 'dari', 'akademi', 'soalnya', 'heaton', 'sama', 'bayindir', 'cedera', 'wkwk']",kalo onana cedera kiper bang kecuali akademi heaton bayindir cedera wkwk
"['onana', 'main', 'home', 'beh', 'combo', 'mematikan']",onana main home beh combo mematikan
"['bapakmu', 'buffon']",bapakmu buffon
"['defensifnya', 'masih', 'lemah', 'tapi', 'menyerang', 'lebih', 'baik', 'dari', 'sebelumnya', 'perlu', 'ditingkatkan', 'di', 'semua', 'lini']",defensifnya lemah menyerang ditingkatkan di lini
"['butuh', 'kesabaran', 'dengan', 'amorim', 'transisi', 'tidak', 'mudah']",butuh kesabaran amorim transisi mudah
"['saya', 'suka', 'progres', 'tim', 'ini', 'main', 'lebih', 'disiplin', 'lebih', 'terstruktur', 'keren', 'banget']",suka progres tim main disiplin terstruktur keren banget
"['formasi', 'bolehlah', 'sekalikali', 'enggak', 'onana', 'dlc', 'martinez', 'dc', 'maguire', 'drc', 'deh', 'light', 'dmc', 'ugarte', 'mcr', 'casemiro', 'mcl', 'mainoo', 'dmr', 'dalot', 'dml', 'shaw', 'amcr', 'amad', 'amcl', 'bruno', 'fc', 'hojlund']",formasi sekalikali onana dlc martinez dc maguire drc deh light dmc ugarte mcr casemiro mcl mainoo dmr dalot dml shaw amcr amad amcl bruno fc hojlund
"['ganti', 'pelatihnya', 'dulu', 'terus', 'kalo', 'sudah', 'dapat', 'pelatih', 'baru', 'yang', 'pintar', 'pasti', 'rashford', 'sama', 'casemiro', 'di', 'jual', 'simpel', 'kan', 'enggak', 'banyak', 'ribet']",ganti pelatihnya kalo pelatih pintar rashford casemiro di jual simpel ribet
"['oi', 'oi', 'oi']",oi oi oi
"['malacia', 'sedikit', 'kesulitan', 'dalam', 'menghadapi', 'pemain', 'sayap', 'brighton', 'namun', 'dia', 'tetap', 'solid', 'di', 'pertahanan']",malacia kesulitan menghadapi pemain sayap brighton solid di pertahanan
"['permainan', 'lebar', 'lebih', 'maksimal', 'wingback', 'diberi', 'kebebasan', 'menyerang']",permainan lebar maksimal wingback kebebasan menyerang
"['deh', 'gea', 'diamonde', 'deh', 'light', 'maguire', 'mazroi', 'mctomnay', 'mainodavies', 'kvaratskhelia', 'hojlundgyokeres', 'olise']",deh gea diamonde deh light maguire mazroi mctomnay mainodavies kvaratskhelia hojlundgyokeres olise
"['dibantu', 'havertz']",dibantu havertz
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['lini', 'belakang', 'hancur', 'kekalahan', 'sangat', 'memalukan', 'amorim', 'harus', 'segera', 'temukan', 'solusi', 'atau', 'kita', 'akan', 'terus', 'kalah']",lini hancur kekalahan memalukan amorim temukan solusi kalah
"['tipe', 'orang', 'yang', 'menonton', 'bola', 'melihat', 'hasil', 'doang', 'ya', 'begini', 'wkwkw']",tipe orang menonton bola hasil doang ya wkwkw
"['oh', 'shitt', 'man']",oh shitt man
"['defender', 'ini', 'kalau', 'lawan', 'pressing', 'langsung', 'panik', 'basic', 'banget', 'mainnya']",defender lawan pressing langsung panik basic banget mainnya
"['anjir', 'nih', 'orang', 'makannya', 'apa', 'deh', 'enggak', 'pernah', 'sakit', 'sakti', 'amat']",anjir nih orang makannya deh sakit sakti
"['mungkin', 'karena', 'ini', 'sih', 'jadi', 'emyu', 'menambah', 'm', 'saja']",sih emyu menambah m
"['kemarin', 'sekarang', 'keren']",kemarin keren
"['terus', 'siapa', 'yang', 'pantas', 'gantiin', 'bang', 'menurut', 'lu']",gantiin bang lu
"['eth', 'enggak', 'sebersih', 'itu', 'bang', 'wajib', 'disalahin', 'juga', 'pergantian', 'pemain', 'dia', 'hancur', 'ancuran', 'pemain', 'enggak', 'perform', 'tetap', 'di', 'masukin', 'starting', 'xi']",eth sebersih bang wajib disalahin pergantian pemain hancur ancuran pemain perform di masukin starting xi
"['formasi', 'bolehlah', 'sekalikali', 'enggak', 'onana', 'dlc', 'martinez', 'dc', 'maguire', 'drc', 'deh', 'light', 'dmc', 'ugarte', 'mcr', 'casemiro', 'mcl', 'mainoo', 'dmr', 'dalot', 'dml', 'shaw', 'amcr', 'amad', 'amcl', 'bruno', 'fc', 'hojlund']",formasi sekalikali onana dlc martinez dc maguire drc deh light dmc ugarte mcr casemiro mcl mainoo dmr dalot dml shaw amcr amad amcl bruno fc hojlund
"['you', 'think']",you think
"['jasa', 'vektor', 'dm', 'saja']",jasa vektor dm
['martial'],martial
"['zirkzee', 'mulai', 'mencair']",zirkzee mencair
"['dialo', 'n', 'maino', 'kenapa']",dialo n maino
"['setelah', 'laga', 'kedua', 'saya', 'melihat', 'perubahan', 'yang', 'lebih', 'signifikan', 'meskipun', 'hasilnya', 'imbang', 'tim', 'terlihat', 'lebih', 'terorganisir', 'dan', 'lebih', 'percaya', 'diri']",laga perubahan signifikan hasilnya imbang tim terorganisir percaya
"['enggak', 'jelas', 'taktiknya', 'sih', 'eth']",taktiknya sih eth
"['tenhag', 'out', 'carrick', 'ini']",tenhag out carrick
"['kasihan', 'gonta', 'ganti', 'klub', 'kesana', 'kemari', 'tapi', 'enggak', 'dapat', 'trofi']",kasihan gonta ganti klub kesana kemari trofi
"['lah', 'kalau', 'ganti', 'pelatih', 'apa', 'jaminannya', 'dia', 'bakal', 'sukses', 'kardus', 'dasar', 'lu']",ganti pelatih jaminannya sukses kardus dasar lu
"['permainan', 'tim', 'terlihat', 'lebih', 'terorganisir', 'meskipun', 'hanya', 'hasil', 'imbang', 'saya', 'melihat', 'ada', 'semangat', 'baru', 'yang', 'ditunjukkan', 'pemain']",permainan tim terorganisir hasil imbang semangat pemain
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['ini', 'emyu', 'kenapa', 'sih', 'masih', 'suka', 'bakcpass', 'ke', 'belakang', 'bukan', 'nya', 'kejar', 'gol']",emyu sih suka bakcpass ke nya kejar gol
"['kalau', 'ujung', 'totalnya', 'sih', 'mending', 'zubimendi', 'neves', 'tapi', 'ya', 'sudah', 'lah', 'sudah', 'dapat', 'semoga', 'bisa', 'bagus']",ujung totalnya sih mending zubimendi neves ya semoga bagus
"['fa', 'dan', 'european', 'league', 'reality']",fa european league reality
"['grenwood', 'top', 'score', 'liga', 'perancis', 'sekarg']",grenwood top score liga perancis sekarg
"['nah', 'forest', 'sering', 'loh', 'main', 'bek', 'match', 'terakhir', 'menang', 'juga', 'pakai', 'formasi', 'itu']",forest loh main bek match menang pakai formasi
"['sumpah', 'progres', 'tim', 'ini', 'luar', 'biasa', 'dari', 'pecundang', 'jadi', 'pesaing', 'juara']",sumpah progres tim pecundang pesaing juara
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['rashfordamadcasemiro', 'apaan', 'deh', 'enggak', 'jelas']",rashfordamadcasemiro deh
"['masih', 'butuh', 'sih', 'untuk', 'cadangan', 'jaga', 'kalo', 'ada', 'cedera']",butuh sih cadangan jaga kalo cedera
"['harus', 'lebih', 'konsisten', 'jangan', 'hanya', 'tampil', 'bagus', 'di', 'beberapa', 'pertandingan']",konsisten tampil bagus di pertandingan
"['laga', 'kedua', 'amorim', 'kemenangan', 'tapi', 'jangan', 'lupa', 'kita', 'masih', 'banyak', 'pr', 'di', 'lini', 'belakang']",laga amorim kemenangan lupa pr di lini
"['saya', 'optimis', 'dengan', 'perubahan', 'yang', 'dibawa', 'ruben', 'amorim', 'tetapi', 'kami', 'harus', 'lebih', 'tajam', 'di', 'depan', 'gawang', 'untuk', 'meraih', 'kemenangan']",optimis perubahan dibawa ruben amorim tajam di gawang meraih kemenangan
"['januari', 'bisa', 'dibeli', 'bro', 'kalo', 'harga', 'dia', 'ada', 'yang', 'cocok', 'sama', 'club', 'manapun']",januari dibeli bro kalo harga cocok club manapun
"['buru', 'kenapa', 'beli', 'ugarte', 'lama', 'amat']",buru beli ugarte
"['lah', 'ada', 'yang', 'nyenggol', 'katanya', 'setiap', 'tahun', 'dapat', 'tropi', 'bro', 'tuh', 'botak', 'ya', 'gue', 'balas', 'begitu', 'dong', 'masa', 'tropi', 'domestik', 'non', 'epl', 'saja', 'dibanggain', 'sekelas', 'mu']",nyenggol tropi bro tuh botak ya gue balas tropi domestik non epl dibanggain sekelas mu
"['eth', 'kapan', 'di', 'pecat']",eth di pecat
"['bye', 'satpam', 'trophy']",bye satpam trophy
"['jual', 'saja', 'menyarankan']",jual menyarankan
"['antony', 'tuker', 'mudryk', 'saja']",antony tuker mudryk
"['amorim', 'lebih', 'berani', 'memberikan', 'kesempatan', 'pada', 'pemain', 'muda', 'akademi', 'united']",amorim berani kesempatan pemain muda akademi united
"['kan', 'mount', 'lu', 'suruh', 'cetak', 'gol', 'enggak', 'salah', 'baca', 'gue', 'mount', 'posisinya', 'striker', 'kah', 'apa', 'midfield', 'serius', 'tanya', 'nih', 'gue']",mount lu suruh cetak gol salah baca gue mount posisinya striker kah midfield serius nih gue
"['wkwk', 'susah', 'kalo', 'sudah', 'benci', 'enggak', 'ingat', 'kalo', 'enggak', 'ada', 'andre', 'itu', 'lawan', 'ipul', 'kebobolan', 'banyak']",wkwk susah kalo benci kalo andre lawan ipul kebobolan
"['mungkin', 'karena', 'ini', 'sih', 'jadi', 'emyu', 'menambah', 'm', 'saja']",sih emyu menambah m
"['bayindir', 'bisa', 'nih', 'geser', 'onane']",bayindir nih geser onane
"['layak', 'jualbuang', 'sudah', 'mentok', 'ini', 'barang']",layak jualbuang mentok barang
"['nah', 'bagusnya', 'lagi', 'sancho', 'dilarang', 'main', 'kalau', 'ketemu', 'mu', 'takutnya', 'jadi', 'mantan', 'yang', 'sudahsudah', 'seperti', 'welbeck']",bagusnya sancho dilarang main ketemu mu takutnya mantan sudahsudah welbeck
['wkwk'],wkwk
"['saya', 'percaya', 'dengan', 'filosofi', 'permainan', 'yang', 'dibawa', 'ruben', 'amorim', 'tetapi', 'lini', 'serang', 'harus', 'lebih', 'tajam', 'rashford', 'dan', 'bruno', 'fernandes', 'harus', 'lebih', 'produktif']",percaya filosofi permainan dibawa ruben amorim lini serang tajam rashford bruno fernandes produktif
"['pemain', 'kita', 'harus', 'mulai', 'menonton', 'tutorial', 'youtube', 'cara', 'passing', 'yang', 'benar']",pemain menonton tutorial youtube passing
"['ten', 'hag', 'bacot', 'mulungelatih', 'kaya', 'taidasar', 'botak']",ten hag bacot mulungelatih kaya taidasar botak
"['laga', 'kedua', 'menunjukkan', 'beberapa', 'peningkatan', 'tetapi', 'lini', 'serang', 'masih', 'perlu', 'banyak', 'perbaikan', 'agar', 'bisa', 'meraih', 'kemenangan']",laga peningkatan lini serang perbaikan meraih kemenangan
"['ugarte', 'mau', 'di', 'rusak', 'tenhag']",ugarte di rusak tenhag
"['pakai', 'di', 'tekuk', 'pula', 'itu', 'dengkul']",pakai di tekuk dengkul
"['enggak', 'kan', 'ini', 'mah', 'klub', 'kebanggaan', 'kita', 'jadi', 'mengapai', 'narik', 'kesimpulan', 'offside']",mah klub kebanggaan mengapai narik kesimpulan offside
"['menyesak', 'kebobolan', 'saat', 'injury', 'time']",menyesak kebobolan injury time
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
['anjing'],anjing
"['berharapnya', 'tadi', 'dianulir', 'biar', 'sampai', 'penalty', 'mr', 'silahkan', 'unjuk', 'gigi']",berharapnya dianulir biar penalty mr silahkan unjuk gigi
"['buat', 'mu', 'tapi', 'kalau', 'defense', 'tetap', 'kayak', 'begini', 'kita', 'enggak', 'bakal', 'bisa', 'menang', 'terus', 'segera', 'perbaiki']",mu defense kayak menang perbaiki
"['benar', 'yakin', 'banget', 'gue', 'pokoknya', 'kalo', 'onana', 'one', 'shot', 'one', 'goal']",banget gue pokoknya kalo onana one shot one goal
"['hapert', 'saya', 'melihat', 'sosok', 'hitam', 'besar', 'di', 'gawang', 'emyu']",hapert sosok hitam di gawang emyu
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['enggak', 'bakal', 'juara']",juara
"['onana', 'semakin', 'menunjukkan', 'kelasnya', 'tapi', 'pertahanan', 'masih', 'lemah', 'kemenangan', 'bukan', 'berarti', 'kita', 'aman']",onana kelasnya pertahanan lemah kemenangan aman
"['kreativitas', 'serangan', 'makin', 'mantap', 'amorim', 'memang', 'luar', 'biasa']",kreativitas serangan mantap amorim
"['garna', 'kiri', 'amad', 'kanan']",garna kiri amad kanan
"['gua', 'bingung', 'dah', 'line', 'up', 'macam', 'apa', 'ini']",gua bingung dah line up
"['setpiece', 'lebih', 'terorganisir', 'dan', 'memiliki', 'variasi', 'yang', 'lebih', 'banyak']",setpiece terorganisir memiliki variasi
"['anthony', 'jadi', 'pindah', 'ya']",anthony pindah ya
"['amorim', 'kasih', 'kita', 'kemenangan', 'tapi', 'pertahanan', 'kita', 'masih', 'masalah', 'besar', 'semoga', 'segera', 'diperbaiki']",amorim kasih kemenangan pertahanan semoga diperbaiki
"['ya', 'makanya', 'baru', 'match', 'langsung', 'mau', 'nyetel', 'permainan', 'kayak', 'bagaimana', 'lagi']",ya match langsung nyetel permainan kayak
"['pelatih', 'yang', 'enggak', 'pernha', 'belajar', 'dari', 'kesalahan', 'keras', 'kepala', 'memang', 'dia', 'sok', 'paling', 'benar', 'sipaling', 'jenius', 'kocak']",pelatih pernha belajar kesalahan keras kepala sok sipaling jenius kocak
"['onana', 'masih', 'sering', 'bikin', 'keputusan', 'aneh', 'harusnya', 'lebih', 'tenang', 'di', 'bawah', 'mistar']",onana bikin keputusan aneh tenang di mistar
"['harus', 'di', 'culik', 'itu', 'sih', 'item', 'dikarungin', 'dark', 'system']",di culik sih item dikarungin dark system
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['ini', 'yang', 'salah', 'siapa', 'sih', 'pemain', 'yang', 'enggak', 'bisa', 'nerapin', 'taktiknya', 'eth', 'atau', 'eth', 'nya', 'yang', 'gabecus', 'monoton', 'banget', 'permainannya']",salah sih pemain nerapin taktiknya eth eth nya gabecus monoton banget permainannya
"['saya', 'melihat', 'perbaikan', 'yang', 'jelas', 'di', 'bawah', 'ruben', 'amorim', 'tetapi', 'kami', 'harus', 'lebih', 'tajam', 'di', 'depan', 'gawang', 'hasil', 'imbang', 'menunjukkan', 'bahwa', 'masih', 'banyak', 'yang', 'perlu', 'diperbaiki']",perbaikan di ruben amorim tajam di gawang hasil imbang diperbaiki
"['dikira', 'gampang', 'ya', 'mas', 'memegang', 'mu', 'hahaha', 'mou', 'saja', 'sebangga', 'itu', 'bisa', 'finish', 'di', 'posisi', 'sampai', 'bilang', 'itu', 'puncak', 'karirnya', 'eth', 'ini', 'imba', 'banget', 'waktu', 'di', 'ajax', 'loh', 'tapi', 'ya', 'memegang', 'emyu', 'bukan', 'perihal', 'mudah']",gampang ya mas memegang mu hahaha mou sebangga finish di posisi bilang puncak karirnya eth imba banget di ajax loh ya memegang emyu perihal mudah
"['lini', 'depan', 'bapuknya', 'sudah', 'enggak', 'ketolong', 'ditambah', 'pemain', 'sayap', 'macam', 'garnacho', 'main', 'banyak', 'peluang', 'harusnya', 'di', 'oper', 'ke', 'striker', 'malah', 'di', 'shoot', 'giliran', 'umpan', 'ke', 'striker', 'miss', 'terus', 'belum', 'lagi', 'lini', 'tengah', 'nya', 'minim', 'kreasi', 'cuma', 'ngandalin', 'bruno', 'ketika', 'bruno', 'enggak', 'perform', 'hancur']",lini bapuknya ketolong ditambah pemain sayap garnacho main peluang di oper ke striker di shoot giliran umpan ke striker miss lini nya minim kreasi ngandalin bruno bruno perform hancur
"['senggol', 'dikit', 'pelanggaran', 'kartu', 'kuning', 'awokawok', 'meriam', 'lontong', 'banyak', 'drama']",senggol dikit pelanggaran kartu kuning awokawok meriam lontong drama
"['lord', 'baru']",lord
"['isnan', 'kan', 'siapa', 'tau', 'balik', 'jadi', 'penyerang', 'bisa', 'sat', 'set', 'sat', 'set', 'lagi']",isnan tau penyerang sat set sat set
"['lini', 'pertahanan', 'semakin', 'solid', 'tapi', 'kami', 'masih', 'harus', 'lebih', 'efektif', 'di', 'lini', 'serang', 'ruben', 'amorim', 'harus', 'lebih', 'fokus', 'memperbaikinya']",lini pertahanan solid efektif di lini serang ruben amorim fokus memperbaikinya
"['amrabat', 'saja', 'sudah', 'kali', 'main', 'di', 'fiorentina']",amrabat kali main di fiorentina
"['pemain', 'harus', 'lebih', 'disiplin', 'dalam', 'bertahan', 'jangan', 'lengah']",pemain disiplin bertahan lengah
"['lega', 'sekali', 'ini', 'anak', 'move', 'dari', 'mu']",lega anak move mu
"['sudah', 'kubilang', 'zirkzee', 'martial', 'v']",kubilang zirkzee martial v
"['enggak', 'tau', 'juga', 'belum', 'ditarik', 'garis', 'biasanya', 'kasat', 'mata', 'offside', 'tapi', 'kalau', 'ditarik', 'ada', 'saja', 'sepatu', 'nyempil']",tau ditarik garis kasat mata offside ditarik sepatu nyempil
"['beberapa', 'kali', 'pemain', 'mu', 'kena', 'tackel', 'yang', 'possible', 'red', 'card', 'tapi', 'enggak', 'pernah', 'cek', 'var']",kali pemain mu kena tackel possible red card cek var
['tetap'],
"['kalau', 'mental', 'masih', 'selemah', 'ini', 'jangan', 'harap', 'bisa', 'juara']",mental selemah harap juara
"['ten', 'hag', 'terlalu', 'idealis', 'dengan', 'gayanya', 'amorim', 'lebih', 'bisa', 'menyesuaikan', 'dengan', 'kondisi']",ten hag idealis gayanya amorim menyesuaikan kondisi
"['oke', 'untuk', 'posisi', 'itu', 'memang', 'zirkzee', 'memang', 'enggak', 'bisa', 'ngindar', 'tapi', 'konyol', 'nya', 'dia', 'seluncur', 'pas', 'bola', 'sudah', 'lewat']",oke posisi zirkzee ngindar konyol nya seluncur pas bola
"['ini', 'nih', 'komen', 'epik']",nih komen epik
"['dorgu', 'itu', 'type', 'pemain', 'versatile', 'sama', 'kayak', 'marcos', 'llorente', 'rodrigo', 'deh', 'paul', 'di', 'atm', 'bisa', 'main', 'di', 'beberapa', 'posisi', 'kalo', 'lu', 'main', 'efootball', 'pasti', 'tau']",dorgu type pemain versatile kayak marcos llorente rodrigo deh paul di atm main di posisi kalo lu main efootball tau
"['ajg', 'sterling']",ajg sterling
"['dia', 'main', 'bagus', 'kok']",main bagus
"['wkwkwk', 'musim', 'permainan', 'begitu', 'begitu', 'saja', 'enggak', 'ada', 'perubahan']",wkwkwk musim permainan perubahan
"['dia', 'main', 'bagus', 'kok']",main bagus
"['bacotan', 'mantan', 'pemain', 'rival', 'ada', 'benernya', 'juga', 'ini']",bacotan mantan pemain rival benernya
"['ternyata', 'belum', 'berubah', 'padahal', 'liverpool', 'baru', 'ganti', 'pelatih']",berubah liverpool ganti pelatih
"['iya', 'lagi', 'ahaha']",iya ahaha
"['harusnya', 'rashford', 'lebih', 'sering', 'dicadangkan', 'dulu', 'biar', 'dia', 'termotivasi']",rashford dicadangkan biar termotivasi
"['kita', 'tetap', 'perlu', 'meningkatkan', 'ketajaman', 'di', 'lini', 'serang', 'banyak', 'peluang', 'yang', 'seharusnya', 'bisa', 'lebih', 'diselesaikan']",meningkatkan ketajaman di lini serang peluang diselesaikan
"['saya', 'optimis', 'dengan', 'perubahan', 'yang', 'dibawa', 'ruben', 'amorim', 'meskipun', 'hasil', 'imbang', 'saya', 'merasa', 'mu', 'bisa', 'lebih', 'baik', 'di', 'pertandingan', 'berikutnya']",optimis perubahan dibawa ruben amorim hasil imbang mu di pertandingan
"['pakai', 'mu', 'lu', 'sudah']",pakai mu lu
"['keren', 'banget', 'menit', 'loh', 'main', 'dengan', 'pemain']",keren banget menit loh main pemain
"['ya', 'enggak', 'salah']",ya salah
"['pelatih', 'kadal', 'di', 'isi', 'pemain', 'kadal']",pelatih kadal di isi pemain kadal
"['saya', 'berharap', 'pelatih', 'lebih', 'sering', 'menurunkan', 'pemain', 'muda', 'mereka', 'sangat', 'berbakat']",berharap pelatih menurunkan pemain muda berbakat
