Comment Text,Cleaned Comment,Sentiment,preprocessing_comment
Minggu malam hujan deras Squidward di TV bahas RealMadrid vs Manchester United. Azka cek #LoveScoutEp6 Uya Kuya di story Aguan bahas $TRUMP. Berurat banget celetuk Emyu fans #virnight sambil lihat #shaniweddingday trending. Absurd banget! Link: https://t.co/Ed9XcJh8uS https://t.co/2ZPMoNPbBA,minggu malam hujan deras squidward di tv bahas realmadrid vs manchester united azka cek lovescoutep uya kuya di story aguan bahas trump berurat banget celetuk emyu fans virnight sambil lihat shaniweddingday trending absurd banget link,positif,minggu malam hujan deras squidward di tv bahas realmadrid vs manchester united azka cek lovescoutep uya kuya di story aguan bahas trump urat banget celetuk emyu fan virnight lihat shaniweddingday trending absurd banget link
Emyu tuh ngapain sih masih high pressing? Emang lupa pemain tinggal 10?,emyu tuh ngapain sih masih high pressing emang lupa pemain tinggal,positif,emyu tuh kapai sih high pressing lupa main tinggal
@ManUtd_ID Keraskan le,keraskan le,negatif,keras
@ManUtd_ID Pertahanin Erik Ten Hug dy pelatih MU terbaik sepanjang masa Dy bakal bawa MU jadi Juara &amp,pertahanin erik ten hug dy pelatih mu terbaik sepanjang masa dy bakal bawa mu jadi juara amp,positif,pertahanin erik ten hug latih mu terbaik bawa mu juara amp
@ManUtd_ID Kpn dia dikasih kesempatan main di EPL,kpn dia dikasih kesempatan main di epl,netral,kasih kesempatan main di epl
@ManUtd_ID kunciin itu tolad woi,kunciin itu tolad woi,negatif,kunciin tolad woi
@ManUtd_ID @HarryMaguire93 Tuh kan Om @AsepWitoko,tuh kan om,positif,tuh om
@ManUtd_ID DEJAVU!!! OT UDAH JADI KANDANG KUCING SEJAK ERA ETH...PASRAH WE LAH MUSIM INI MAH...UDAH SIAP DIBULLY,dejavu ot udah jadi kandang kucing sejak era ethpasrah we lah musim ini mahudah siap dibully,positif,dejavu ot kandang kucing era ethpasrah we musim mahudah dibully
FANS SETIA MAN UNITED YUK NONTON STREAMING GRATISNYA DI https://t.co/AW47ifR7fD #ManUnited #GGMU #brentfordfc #Manchester #malming #shotsgoal #emyu #erina https://t.co/ALuYgWn5cL,fans setia man united yuk nonton streaming gratisnya di manunited ggmu brentfordfc manchester malming shotsgoal emyu erina,positif,fan setia man united yuk tonton streaming gratis di manunited ggmu brentfordfc manchester malming shotsgoal emyu erina
@garagarabola_ persebaya lek pancet gak karu karuan ngene isoh isoh kyk emyu loh yoo,persebaya lek pancet gak karu karuan ngene isoh isoh kyk emyu loh yoo,negatif,baya lek pancet karu karuan ngene isoh isoh kayak emyu loh ya
@ManUtd_ID Kalo liverpool juara musim ini ttp raja EPL? Di eropa trofi masih kalah. Gmn dong?,kalo liverpool juara musim ini ttp raja epl di eropa trofi masih kalah gmn dong,negatif,kalo liverpool juara musim raja epl di eropa trofi kalah
@ManUtd_ID Kasihan menghibur diri terus lu ya. Paling sebentar lagi juga udh bisa dilewati tuh,kasihan menghibur diri terus lu ya paling sebentar lagi juga udh bisa dilewati tuh,negatif,kasihan hibur lu ya sebentar dilewati tuh
Siap nangis king emyu #ManUtd #ManchesterUnited #FCPortoSports #UEL,siap nangis king emyu manutd manchesterunited fcportosports uel,positif,menang king emyu manutd manchesterunited fcportosports uel
@unmagnetism dan emyu masih gila,dan emyu masih gila,netral,emyu gila
EMYU vs TOTTENHAM vs CITY berdasarkan jumlah trofi Berikut adalah perbandingan trofi antara Tottenham Hotspur Manchester United dan Manchester City: a thread... https://t.co/mk4vtKbROD,emyu vs tottenham vs city berdasarkan jumlah trofi berikut adalah perbandingan trofi antara tottenham hotspur manchester united dan manchester city a thread,netral,emyu vs tottenham vs city dasar trofi banding trofi tottenham hotspur manchester united manchester city a thread
@ManUtd_ID Selesai juga club lu wkwk team goblok,selesai juga club lu wkwk team goblok,negatif,selesai club lu wkwk team goblok
@BarcaaInside @Alfremartinezz ansu fati aja bang emyu,ansu fati aja bang emyu,netral,ansu fati bang emyu
@ManUtd_ID Mbuh karepmu,mbuh karepmu,negatif,embuh karepmu
@unmagnetism Yg penting jgn ke emyu,yg penting jgn ke emyu,negatif,ke emyu
@ManUtd_ID Selesai tu Ten Hag,selesai tu ten hag,negatif,selesai ten hag
Emyu nih bos #ManchesterUnited,emyu nih bos manchesterunited,netral,emyu nih bos manchesterunited
BUBAAARR GBLG @ManUtd_ID .~,bubarr gblg,negatif,bubarr gblg
Dua match dua motm satu goal satu asist. Gimana rasanya pens emyu? Wkwkkw https://t.co/aSA381eEaY,dua match dua motm satu goal satu asist gimana rasanya pens emyu wkwkkw,negatif,match motm goal asist pens emyu wkwkkw
@stourbeyi pasti adikmu fans emyu,pasti adikmu fans emyu,netral,adik fan emyu
@ManUtd_ID Pasang aja onana terus,pasang aja onana terus,netral,pasang onana
@mhdarieff_ Nonton emyu,nonton emyu,netral,tonton emyu
cc. Kang @hayder_imron @ManUtd_ID,cc kang,netral,cc kang
@bangzharfan @erirendy5 @ManUtd_ID Wkwkw mancing,wkwkw mancing,positif,wkwkw mancing
@ManUtd_ID emm hari dimaklumi kalo temen temen kalian pada sensi dimaklumin ya ges,emm hari dimaklumi kalo temen temen kalian pada sensi dimaklumin ya ges,negatif,emm maklum kalo teman teman sensi dimaklumin ya ges
Emyu nih bos #ManchesterUnited,emyu nih bos manchesterunited,netral,emyu nih bos manchesterunited
@hamdan_thoif @ManUtd_ID @pangeransiahaan Pembukaan dan penutupan nya di lakukan oleh unggas,pembukaan dan penutupan nya di lakukan oleh unggas,positif,buka tutup nya di laku unggas
@ManUtd_ID Alhamdulillah selesai,alhamdulillah selesai,positif,alhamdulillah selesai
@ManUtd_ID Seru kurang gol aja dr MU,seru kurang gol aja dr mu,negatif,seru gol mu
@ManUtd_ID Mending mainin pemain full akademinya aja.. klo degradasi jadi ga malu malu amat..,mending mainin pemain full akademinya aja klo degradasi jadi ga malu malu amat,positif,mending mainin main full akademi kalo degradasi malu malu
@SiaranBolaLive Iyeee salah emyu kan maksud lu?,iye salah emyu kan maksud lu,negatif,iye salah emyu maksud lu
@pouchitta km haters emyu jg gk,km haters emyu jg gk,negatif,haters emyu
@ManUtd_ID guwendeng guwendeng,guwendeng guwendeng,netral,guwendeng guwendeng
@ManUtd_ID Wkwkwk hastag nya marah marah EmyuNgnTot,wkwkwk hastag nya marah marah emyungntot,negatif,wkwkwk hastag nya marah marah emyungntot
Gaada progres sama sekali permainan emyu #munche #ManchesterUnited,gaada progres sama sekali permainan emyu munche manchesterunited,negatif,progres main emyu munche manchesterunited
Tekanan bertubi tubi yang buat Manchester United pecat Eric TenHag ??? #emyu,tekanan bertubi tubi yang buat manchester united pecat eric tenhag emyu,netral,tekan tubi tubi manchester united pecat eric tenhag emyu
@ManUtd_ID tai lah,tai lah,negatif,tahi
Manchester United Emyu Onana Garbacho Novi Agus Malam Jumat maljum pagii sarapan https://t.co/Ip2pWf95nm https://t.co/VsLnYq7Vdq,manchester united emyu onana garbacho novi agus malam jumat maljum pagii sarapan,netral,manchester united emyu onana garbacho novi agus malam jumat maljum pagi sarap
Coba aja ortega itu onana full makan akun bola emg bener ga emyu ga makan,coba aja ortega itu onana full makan akun bola emg bener ga emyu ga makan,negatif,coba ortega onana full makan akun bola emyu makan
peminat no 1 fore coffee dan wardah glasting emyu (opsional),peminat no fore coffee dan wardah glasting emyu opsional,netral,minat no fore coffee wardah glasting emyu opsional
@bimalanggg @ManUtd_ID Saatnya meramaikan wa nya fandar,saatnya meramaikan wa nya fandar,netral,ramai wa nya fandar
@ManUtd_ID Admin anjing,admin anjing,negatif,admin anjing
Manchester United butuh penguatan pada banyak Posisi GK CB RWB LWB CM AM CF Minimal 6 pemain baru untuk emyu,manchester united butuh penguatan pada banyak posisi gk cb rwb lwb cm am cf minimal pemain baru untuk emyu,netral,manchester united butuh kuat posisi coba rwb lwb cf minimal main emyu
@ManUtd_ID MU butuh Michael Carrick,mu butuh michael carrick,netral,mu butuh michael carrick
@butonarigumi emg iya min? @ManUtd_ID,emg iya min,netral,iya min
@ManUtd_ID minimal juara liga lagi lee,minimal juara liga lagi lee,positif,minimal juara liga lee
@ManUtd_ID Lanjut altay lagi aja dulu yang main onana biarr .....,lanjut altay lagi aja dulu yang main onana biarr,netral,altay main onana biarr
@mchmmdzola @ManUtd_ID Jujur a aku masih percaya dgn kalimat Trust the process walaupun udh 12 tahun,jujur a aku masih percaya dgn kalimat trust the process walaupun udh tahun,positif,jujur a percaya kalimat trust the process
Suara Fans Manchester United Usai Lawan Liverpool: Bangga Dong Tapi Harusnya Emyu Menang Sih Baca Selengkapnya Â» https://t.co/KlEIxjyssp #L858 #beritabolaterkini #beritabolaterbaru #beritaBola https://t.co/mf6aHXazF4,suara fans manchester united usai lawan liverpool bangga dong tapi harusnya emyu menang sih baca selengkapnya l beritabolaterkini beritabolaterbaru beritabola,positif,suara fan manchester united lawan liverpool bangga emyu menang sih baca lengkap l beritabolaterkini beritabolaterbaru beritabola
@ManUtd_ID Kirain yang tumbang cuma pohon,kirain yang tumbang cuma pohon,negatif,tumbang pohon
@ManUtd_ID Selesai kau Ten Hag,selesai kau ten hag,negatif,selesai kau ten hag
@unmagnetism Kena lagi aja emyu.,kena lagi aja emyu,netral,kena emyu
@ManUtd_ID galak-ramah WKWKWKWKWK,galakramah wkwkwkwkwk,negatif,galakramah wkwkwkwkwk
Manchester United bikin penyakit gak sehat. Menjaga kewarasan mending gausah nonton emyu Onana anjing,manchester united bikin penyakit gak sehat menjaga kewarasan mending gausah nonton emyu onana anjing,negatif,manchester united bikin sakit sehat jaga waras mending tonton emyu onana anjing
@ManUtd_ID Kenapa harus Ten hag disalahin harusnya yg disalahin itu fans atau suporter MU menganggap MU adalah club Besar padahal hanya sekelas Norwich City,kenapa harus ten hag disalahin harusnya yg disalahin itu fans atau suporter mu menganggap mu adalah club besar padahal hanya sekelas norwich city,positif,ten hag disalahin disalahin fan suporter mu anggap mu club kelas norwich city
Nah kalo udah voting deh yuk. Emyu stay atau jadi penghuni 3 klub terbawah nih? #SUPERLIVE #SUPERSOCCER #INIRASANYASUPER #MANCHESTERUNITED,nah kalo udah voting deh yuk emyu stay atau jadi penghuni klub terbawah nih superlive supersoccer inirasanyasuper manchesterunited,netral,kalo voting deh yuk emyu stay huni klub terbawah nih superlive supersoccer inirasanyasuper manchesterunited
Balbalan cap taek @ManUtd_ID,balbalan cap taek,netral,balbalan cap tahi
@LoveyRORA HATI HATI ADA FANS EMYU,hati hati ada fans emyu,netral,hati hati fan emyu
@ManUtd_ID @yusufadena @tennybior ampun,ampun,negatif,ampun
@ManUtd_ID Mau alesan apa lagi? Pemain lengkap semua. Ahhh taii Ten Hag si raja disiplin,mau alesan apa lagi pemain lengkap semua ah taii ten hag si raja disiplin,negatif,alesan main lengkap ah taii ten hag sih raja disiplin
@FahrulRziky @ManUtd_ID pecat aja cong,pecat aja cong,negatif,pecat cong
@ManUtd_ID Kalo gak dipecat kebangeten ini.. Pengen jadiin MU jadi Ajax cabang Inggris,kalo gak dipecat kebangeten ini pengen jadiin mu jadi ajax cabang inggris,positif,kalo pecat kebangeten pengin jadikan mu ajax cabang inggris
@asallajagpp @imcrzyppl_ emyu sm madrid sedarah sekandungan wkwkw,emyu sm madrid sedarah sekandungan wkwkw,negatif,emyu madrid darah kandung wkwkw
@ManUtd_ID Lemah letih lesu,lemah letih lesu,negatif,lemah letih lesu
@ManUtd_ID Tumben ngepost kalau kalah,tumben ngepost kalau kalah,negatif,tumben ngepost kalah
15 pemain Manchester United yg berlaga di jeda internasional telah kembali semua dengan keadaan TANPA CIDERA #ManchesterUnited #kingemyu https://t.co/QzZYuguIhv,pemain manchester united yg berlaga di jeda internasional telah kembali semua dengan keadaan tanpa cidera manchesterunited kingemyu,netral,main manchester united laga di jeda internasional cidera manchesterunited kingemyu
@ManUtd_ID Selesai buat semua,selesai buat semua,positif,selesai
@BarcaaInside @Alfremartinezz emyu gamau ansu fati ajakah beli,emyu gamau ansu fati ajakah beli,negatif,emyu ansu fati aja beli
EH KOCAK...COBA LU SAYAT DADA GUA SAMPE BERDARAH.. DAN LU LIAT DI DADA GUA ADA APAAN...ADA MANCHESTER UNITED DAN DARAH GW MERAH BOS...ITU ARTINYA GUA CINTA EMYU ... EMYU TILL I DIE...PAHAM LU...,eh kocakcoba lu sayat dada gua sampe berdarah dan lu liat di dada gua ada apaanada manchester united dan darah gw merah bositu artinya gua cinta emyu emyu till i diepaham lu,negatif,eh kocakcoba lu sayat dada gua darah lu lihat di dada gua apaanada manchester united darah gue merah bositu gua cinta emyu emyu till i diepaham lu
@cyansoftcore ya kan mulai sekarang sebelum kenal cowo mari bertanya dia team bolanya apa? kalo EMYU MARI KITA GANDENG,ya kan mulai sekarang sebelum kenal cowo mari bertanya dia team bolanya apa kalo emyu mari kita gandeng,netral,ya kenal cowok mari team bola kalo emyu mari gandeng
EH KOCAK COBA LU SAYAT DADA GUA SAMPE BERDARAH DAN LU LIAT DI DADA GUA ADA APAAN ADA MANCHESTER UNITED BOSS..ITU ARTINYA GUA EMYU TILL I DIE GLORY GLORY MENCESTER UNITEDD..PAHAM LU..,eh kocak coba lu sayat dada gua sampe berdarah dan lu liat di dada gua ada apaan ada manchester united bossitu artinya gua emyu till i die glory glory mencester uniteddpaham lu,negatif,eh kocak coba lu sayat dada gua darah lu lihat di dada gua manchester united bossitu gua emyu till i die glory glory mencester uniteddpaham lu
@iasmeha @ManUtd_ID AWKWWK,awkwwk,negatif,awkwwk
Fans Emyu kyknya lebih asik di bully skian lma ga marah2 tu.,fans emyu kyknya lebih asik di bully skian lma ga marah tu,positif,fan emyu kayak asik di bully ski marah
@alexgufron @ManUtd_ID Udah mirip era fergie ini. Raja comeback. Bikin fansnya siap siap ngumpet dulu trus sombong kemudian,udah mirip era fergie ini raja comeback bikin fansnya siap siap ngumpet dulu trus sombong kemudian,negatif,era fergie raja comeback bikin fansnya ngumpet sombong
dik plymouth mau ga ketemu king emyu di final?,dik plymouth mau ga ketemu king emyu di final,netral,dik plymouth ketemu king emyu di final
@ManUtd_ID Peringkat 13 le,peringkat le,positif,peringkat
@WittyOwlie Emyu,emyu,netral,emyu
@dimasdyaurr @ManUtd_ID jendri pitoy juga oke pi :(,jendri pitoy juga oke pi,positif,jendri pitoy oke
@ManUtd_ID Selesai tuh emyu,selesai tuh emyu,netral,selesai tuh emyu
Emyu gak cape apa ya Noh liat chelsea sama Maresca Barcelona sama Flick Pelatih itu penting woi becanda Mulu ni club' #ManchesterUnited #TenHagOut,emyu gak cape apa ya noh liat chelsea sama maresca barcelona sama flick pelatih itu penting woi becanda mulu ni club manchesterunited tenhagout,negatif,emyu cape ya noh lihat chelsea maresca barcelona flick latih woi becanda mulu club manchesterunited tenhagout
@siidany @ManUtd_ID Makanya kalo emyu maen jam 9 malem auto skip wkwk,makanya kalo emyu maen jam malem auto skip wkwk,netral,kalo emyu main jam malem auto skip wkwk
@idextratime Emyu kmn,emyu kmn,netral,emyu kemana
BREAKING : Untuk kesekian kalinya Marcus Rashford tidak masuk skuad Manchester United. Ia ditinggal untuk laga liga Europa menghadapi FCSB lusa nanti. @FabrizioRomano Di Emyu dicampakkan dijual sulit. Gimana ini le? https://t.co/K6VjgjDwkM,breaking untuk kesekian kalinya marcus rashford tidak masuk skuad manchester united ia ditinggal untuk laga liga europa menghadapi fcsb lusa nanti di emyu dicampakkan dijual sulit gimana ini le,positif,breaking sekian kali marcus rashford masuk skuad manchester united ia tinggal laga liga europa hadap fcsb lusa di emyu campak jual sulit
@allthebloodshed Sendirian aje neng kayak kiper emyu,sendirian aje neng kayak kiper emyu,negatif,neng kayak kiper emyu
@ManUtd_ID coba ganti logo jangan setan deh gak berkah,coba ganti logo jangan setan deh gak berkah,negatif,coba ganti logo setan deh berkah
Gua belain nahan ngantuk mai nonton emyu. Kirain Manchester United vs Tottenham mulai tepat 22.00 WIB. Ga taunya masih 30 menit lagi. #MUNTOT,gua belain nahan ngantuk mai nonton emyu kirain manchester united vs tottenham mulai tepat wib ga taunya masih menit lagi muntot,negatif,gua bela tahan ngantuk mai tonton emyu manchester united vs tottenham wib tau menit muntot
@LoveyRORA sama aja dasar bocil emyu.,sama aja dasar bocil emyu,negatif,dasar bocil emyu
@ManUtd_ID Mode turnamen nih boss,mode turnamen nih boss,netral,mode turnamen nih bos
@ManUtd_ID MU NTOT,mu ntot,negatif,mu ntot
Cek jersey Manchester United (Emyu) away 2023 2024 grade_ori_import thailand baju bola mu kaos bola man united setelan dewasa jersy sepakbola dengan harga Rp128.000. Dapatkan di Shopee sekarang! https://t.co/KZrKzB349c https://t.co/RtBzvIbYzv,cek jersey manchester united emyu away grade_ori_import thailand baju bola mu kaos bola man united setelan dewasa jersy sepakbola dengan harga rp dapatkan di shopee sekarang,netral,cek jersey manchester united emyu away grade ori import thailand baju bola mu kaos bola man united setel dewasa jersy sepakbola harga rp dapatkan di shopee
@ManUtd_ID @adidasfootball Mauuuuu dong kakak,mau dong kakak,netral,kakak
@jamilo889 @Rajelll_ @rubenamorim_leg @idextratime Karena kami tau walau emyu gak juara epl pun tetap yg terbanyak juara EPL itu Manchester united,karena kami tau walau emyu gak juara epl pun tetap yg terbanyak juara epl itu manchester united,positif,tau emyu juara epl juara epl manchester united
@ManUtd_ID Entah kenapa musuh kalo lawan emyu jago semua najis aneh,entah kenapa musuh kalo lawan emyu jago semua najis aneh,positif,musuh kalo lawan emyu jago najis aneh
@ManUtd_ID Gas mantap,gas mantap,positif,gas mantap
Garnacho dengan gaya rambut baru di Timnas Argentina #ManchesterUnited #Garnacho #kingemyu https://t.co/XRgxLq9WFS,garnacho dengan gaya rambut baru di timnas argentina manchesterunited garnacho kingemyu,netral,garnacho gaya rambut di timnas argentina manchesterunited garnacho kingemyu
Carabao Cup Manchester United vs Barnsley ï¸ Old Trafford Stadium Rabu | 18 September 2024 KO : 02.00 WIB #ManchesterUnited #kingemyu https://t.co/XLnSzz65sw,carabao cup manchester united vs barnsley old trafford stadium rabu september ko wib manchesterunited kingemyu,netral,carabao cup manchester united vs barnsley old trafford stadium rabu september wib manchesterunited kingemyu
