Comment Text,Cleaned Comment,Sentiment,preprocessing_comment
kapan main lagi? dan jam berapa?,kapan main lagi dan jam berapa,netral,main jam
@dikasaputra___ betul bre ï£¿Ã¼Ã´Ã¥ yg penting menang aja udah Alhamdulillah,betul bre yg penting menang aja udah alhamdulillah,positif,bre menang alhamdulillah
Dalot apa lupa kalau dia bek kiri.?,dalot apa lupa kalau dia bek kiri,negatif,dalot lupa bek kiri
"@irfansyahidi kebiasaan pelatih ini gitu, cuma main aman berharap hoki. Musim ke3 melatih main gak aktraktif, ada striker pasang bruno. Pelatih LFC aja baru datang mainnya lebih aktraktif dan efektif",kebiasaan pelatih ini gitu cuma main aman berharap hoki musim ke melatih main gak aktraktif ada striker pasang bruno pelatih lfc aja baru datang mainnya lebih aktraktif dan efektif,positif,kebiasaan latih main aman harap hoki musim ke latih main aktraktif striker pasang bruno latih lfc main aktraktif efektif
"Kita tetap perlu meningkatkan ketajaman di lini serang, banyak peluang yang seharusnya bisa lebih diselesaikan.",kita tetap perlu meningkatkan ketajaman di lini serang banyak peluang yang seharusnya bisa lebih diselesaikan,netral,tingkat tajam di lini serang peluang selesai
"Ruben Amorim bawa angin segar buat MU! Pemain-pemain muda makin berkembang, apalagi Garnacho yang makin jago!",ruben amorim bawa angin segar buat mu pemainpemain muda makin berkembang apalagi garnacho yang makin jago,positif,ruben amorim bawa angin segar mu pemainpemain muda kembang garnacho jago
"Bruno, kalo udah ngelepas bola, sering bikin gue mikir 'Ini orang lihat apa di lapangan?' Visi kelas dunia!",bruno kalo udah ngelepas bola sering bikin gue mikir ini orang lihat apa di lapangan visi kelas dunia,negatif,bruno kalo ngelepas bola bikin gue mikir orang lihat di lapang visi kelas dunia
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main jam
@gdoneofak1nd Yoi bng mungkin untuk Casemiro bakal dicoba KLO ugarte udh masuk squad,yoi bng mungkin untuk casemiro bakal dicoba klo ugarte udh masuk squad,netral,yoi bang casemiro coba kalo ugarte masuk squad
"2-0 buat MU! Cukup solid, tapi kalau pertahanan masih seperti ini, kita bisa kebobolan lebih banyak di laga berikutnya.",buat mu cukup solid tapi kalau pertahanan masih seperti ini kita bisa kebobolan lebih banyak di laga berikutnya,positif,mu solid tahan bobol di laga
Suee knpa lebih enk ntn Brighton maennya ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,suee knpa lebih enk ntn brighton maennya,negatif,suee enak ntn brighton maennya
"Zirkzee knapa gak rebahan aja sii,, malah dengkulnya ngangkat ..hadeeeh",zirkzee knapa gak rebahan aja sii malah dengkulnya ngangkat hadeh,negatif,zirkzee knapa rebah sih dengkul ngangkat hadeh
"bukan salah pelatih ngambil mreka, salah pelatih yg gak tegas, yg gak bisa mengeluarkan kemampuan mreka, mereka bagus di tangan pelatih yg tepat oke paham abg ku",bukan salah pelatih ngambil mreka salah pelatih yg gak tegas yg gak bisa mengeluarkan kemampuan mreka mereka bagus di tangan pelatih yg tepat oke paham abg ku,negatif,salah latih ngambil salah latih mengeluarkan kemampuan bagus di tangan latih oke paham abang ku
alhamdulillah menang hoki,alhamdulillah menang hoki,positif,alhamdulillah menang hoki
"Ruben Amorim memperbaiki permainan tim, namun kami masih harus lebih tajam di depan gawang. Greenwood dan Rashford harus lebih banyak mencetak gol.",ruben amorim memperbaiki permainan tim namun kami masih harus lebih tajam di depan gawang greenwood dan rashford harus lebih banyak mencetak gol,netral,ruben amorim memperbaiki main tim tajam di gawang greenwood rashford cetak gol
biasain nonton sampai menang,biasain nonton sampai menang,positif,biasain tonton menang
dan akhirnya kalah,dan akhirnya kalah,negatif,kalah
mindset Dongo di agung agungkan bro,mindset dongo di agung agungkan bro,negatif,mindset dongo di agung agung bro
waduh gabisa bang gua red amry dr tahun 2002,waduh gabisa bang gua red amry dr tahun,negatif,bang gua red amry
Rotasi pemain Amorim lebih masuk akal dibanding Ten Hag yang sering memaksakan.,rotasi pemain amorim lebih masuk akal dibanding ten hag yang sering memaksakan,positif,rotasi main amorim masuk akal banding ten hag paksa
@aammrsydn waduh hahaha. Emang lu tau info apa sih? Kayaknya lebih bocah elu tong,waduh hahaha emang lu tau info apa sih kayaknya lebih bocah elu tong,negatif,hahaha lu tau info sih kayak bocah lu tong
"@abdulrzki waduh ga gitu aturannya, kalo sudah ga ada pemain lawan maka yang dilihat adalah posisi bolanya , tadi posisi Zirkze itu mendahului posisi garis sejajar bola makanya offside",waduh ga gitu aturannya kalo sudah ga ada pemain lawan maka yang dilihat adalah posisi bolanya tadi posisi zirkze itu mendahului posisi garis sejajar bola makanya offside,negatif,atur kalo main lawan posisi bola posisi zirkze mendahului posisi garis sejajar bola offside
"Hojlund lagi-lagi bikin gol, tapi defense kita masih kurang solid. MU harus lebih rapat di belakang.",hojlund lagilagi bikin gol tapi defense kita masih kurang solid mu harus lebih rapat di belakang,negatif,hojlund lagilagi bikin gol defense solid mu rapat di
"Rashford kurang maksimal dalam beberapa peluang yang tercipta, meskipun dia mencetak gol, masih banyak yang bisa dia tingkatkan.",rashford kurang maksimal dalam beberapa peluang yang tercipta meskipun dia mencetak gol masih banyak yang bisa dia tingkatkan,negatif,rashford maksimal peluang cipta cetak gol tingkat
"Wasitnya parah banget, harusnya kita dapat penalti tadi!",wasitnya parah banget harusnya kita dapat penalti tadi,negatif,wasit parah banget penalti
"Kreativitas serangan makin mantap, Amorim memang luar biasa!",kreativitas serangan makin mantap amorim memang luar biasa,positif,kreativitas serang mantap amorim
@hendycendol_ kalo gak perform gw yakin sih desember / awal tahun juga si botak di depak INEOS,kalo gak perform gw yakin sih desember awal tahun juga si botak di depak ineos,positif,kalo perform gue sih desember sih botak di depak ineos
@kevin_beatrix lucu kau bang,lucu kau bang,positif,lucu kau bang
@fachmiaanss dari awal pada setuju lebih bagus dalot ketimbang awb liat tuh hbs nyerang selalu off position,dari awal pada setuju lebih bagus dalot ketimbang awb liat tuh hbs nyerang selalu off position,positif,tuju bagus dalot ketimbang awb lihat tuh habis serang off position
"MU kalah 1-2! Pertahanan kita benar-benar parah, kalau nggak diperbaiki cepat, kita bakal terus menderita.",mu kalah pertahanan kita benarbenar parah kalau nggak diperbaiki cepat kita bakal terus menderita,positif,mu kalah tahan benarbenar parah diperbaiki cepat derita
Lawak terlucu abad ini,lawak terlucu abad ini,negatif,lawak lucu abad
"Saya melihat banyak potensi dalam tim, meskipun hasil pertama imbang. Ruben Amorim bisa memberikan MU banyak hal positif ke depannya.",saya melihat banyak potensi dalam tim meskipun hasil pertama imbang ruben amorim bisa memberikan mu banyak hal positif ke depannya,positif,potensi tim hasil imbang ruben amorim mu positif ke depannya
@hmdnrsky lihat aja berapa kali garnacho umpan ke tengah gak ada yang sesuai posisi hujlond sama zirzke gol prtma aja yang kena wkwk,lihat aja berapa kali garnacho umpan ke tengah gak ada yang sesuai posisi hujlond sama zirzke gol prtma aja yang kena wkwk,negatif,lihat kali garnacho umpan ke sesuai posisi hujlond zirzke gol prtma kena wkwk
"Onana itu jelek, mending de Gea dulu sering bantu dapatkan poin untuk MU meski blunder juga, ini Onana sering bikin emosi",onana itu jelek mending de gea dulu sering bantu dapatkan poin untuk mu meski blunder juga ini onana sering bikin emosi,negatif,onana jelek mending deh gea bantu dapatkan poin mu blunder onana bikin emosi
Piala FA ga ada VAR ya ? Sepertinya goal maguire offside,piala fa ga ada var ya sepertinya goal maguire offside,negatif,piala fa var ya goal maguire offside
seharus nya emng gituuu garnacho lwf amad rwf,seharus nya emng gitu garnacho lwf amad rwf,negatif,seharus nya garnacho lwf amad rwf
"@mputraff tunggu 1 tahun baru 3 tahun dong, kok 4 si wkwk",tunggu tahun baru tahun dong kok si wkwk,positif,tunggu sih wkwk
Arsenal masih mau nglunasi sogokan wasitnya ga ya? Kan kalah,arsenal masih mau nglunasi sogokan wasitnya ga ya kan kalah,negatif,arsenal nglunasi sogo wasit ya kalah
"Harus beli tipikal pemain no 8 dan bisa free role, plus 1 penyerang pengalaman",harus beli tipikal pemain no dan bisa free role plus penyerang pengalaman,netral,beli tipikal main no free role plus serang alam
@raafkyy ngeboostnya sampai mana bro musim lalu?,ngeboostnya sampai mana bro musim lalu,negatif,ngeboostnya bro musim
Di beli dari Chelsea cuman jadi langganan bpjs,di beli dari chelsea cuman jadi langganan bpjs,positif,di beli chelsea cuman langgan bpjs
Bagus lah biar bisa beli winger baru lagi yg berani nusuk ke dalam sama rajin suplai bola ke st,bagus lah biar bisa beli winger baru lagi yg berani nusuk ke dalam sama rajin suplai bola ke st,positif,bagus biar beli winger berani tusuk ke rajin suplai bola ke st
Hah nonton MU wkwk ga akan lagi nonton MU buat selamanya ngapain nonton badut di jam 3 pagi konyol,hah nonton mu wkwk ga akan lagi nonton mu buat selamanya ngapain nonton badut di jam pagi konyol,negatif,hah tonton mu wkwk tonton mu kapai tonton badut di jam pagi konyol
Garnacho mode tidak mau dijual ï£¿Ã¼Ã®â¢,garnacho mode tidak mau dijual,negatif,garnacho mode jual
"Formasi 3421 bolehlah sekali-kali, GK : Onana,  DLC : Martinez, DC : Maguire, DRC : De Light, DMC : Ugarte, MCR Casemiro, MCL :  Mainoo, DMR :: Dalot, DML : Shaw, AMCR : Amad, AMCL : Bruno, FC : Hojlund",formasi bolehlah sekalikali gk onana dlc martinez dc maguire drc de light dmc ugarte mcr casemiro mcl mainoo dmr dalot dml shaw amcr amad amcl bruno fc hojlund,netral,formasi sekalikali onana dlc martinez dc maguire drc deh light dmc ugarte mcr casemiro mcl mainoo dmr dalot dml shaw amcr amad amcl bruno fc hojlund
setuju gwe ama karager harus di pindah di sau paulo tuh rascrot,setuju gwe ama karager harus di pindah di sau paulo tuh rascrot,positif,tuju gwe karager di pindah di sau paulo tuh rascrot
Sosoan beli loan pemain ke tim lain pengganti nya gaada ï£¿Ã¼Ã²Ã transfer window bukanya manfaatin malah beli satu ï£¿Ã¼Ã²Ã,sosoan beli loan pemain ke tim lain pengganti nya gaada transfer window bukanya manfaatin malah beli satu,positif,sosoan beli loan main ke tim ganti nya transfer window buka manfaatin beli
Altay ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢,altay,positif,altay
Bales babak ke-2. Di st0ry ï£¿Ã¼Ã«Ã¢ @dwichynsp selalu share lÂ¬Â°nk nntn Emyu,bales babak ke di stry selalu share l nk nntn emyu,netral,balas babak ke di stry share l nk tonton emyu
kalaaaah,kalah,negatif,kalah
"orang begini dikasihani, justru dia yg kasian sama lu",orang begini dikasihani justru dia yg kasian sama lu,negatif,orang kasihan kasihan lu
"@bobbymulyana307 gameplan jalan kan pasti berawal dari passing yg bagus, minim error. kalo passing aja error terus akhirnya gameplan ga jalan. salah pelatih gitu?. kemaren sempet dapet peluang, passing jalan tapi finishing jelek. salah pelatih juga nihh?",gameplan jalan kan pasti berawal dari passing yg bagus minim error kalo passing aja error terus akhirnya gameplan ga jalan salah pelatih gitu kemaren sempet dapet peluang passing jalan tapi finishing jelek salah pelatih juga nihh,negatif,gameplan jalan passing bagus minim error kalo passing error gameplan jalan salah latih kemarin peluang passing jalan finishing jelek salah latih nih
Garnacho dan amad game changer,garnacho dan amad game changer,netral,garnacho amad game changer
"@igjndi_ lah ada yg nyenggol ktanya setiap tahun dapet tropi bro tuh botak, ya gw bales gitu dong masa tropi domestik non epl aja dibanggain sekelas MU",lah ada yg nyenggol ktanya setiap tahun dapet tropi bro tuh botak ya gw bales gitu dong masa tropi domestik non epl aja dibanggain sekelas mu,positif,nyenggol tropi bro tuh botak ya gue balas tropi domestik non epl dibanggain kelas mu
"@mrafiqaditya27 kalo liat bola naek baru magu maju gk offside bang, tapi kalo liat posisi gini ya offside, kalo diambil si dalot tadi offside jelas",kalo liat bola naek baru magu maju gk offside bang tapi kalo liat posisi gini ya offside kalo diambil si dalot tadi offside jelas,negatif,kalo lihat bola magu maju offside bang kalo lihat posisi ya offside kalo ambil sih dalot offside
"Formasi 3421 bolehlah sekali-kali, GK : Onana,  DLC : Martinez, DC : Maguire, DRC : De Light, DMC : Ugarte, MCR Casemiro, MCL :  Mainoo, DMR :: Dalot, DML : Shaw, AMCR : Amad, AMCL : Bruno, FC : Hojlund",formasi bolehlah sekalikali gk onana dlc martinez dc maguire drc de light dmc ugarte mcr casemiro mcl mainoo dmr dalot dml shaw amcr amad amcl bruno fc hojlund,netral,formasi sekalikali onana dlc martinez dc maguire drc deh light dmc ugarte mcr casemiro mcl mainoo dmr dalot dml shaw amcr amad amcl bruno fc hojlund
"@vickooo___ tpi disudut gwe lihat maguire yg kesalahan sih bang,tpi mainya maguire udah bagus tpi sayang banget",tpi disudut gwe lihat maguire yg kesalahan sih bangtpi mainya maguire udah bagus tpi sayang banget,negatif,sudut gwe lihat maguire salah sih bangtpi mai maguire bagus sayang banget
onana main home beeeh combo mematikan ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,onana main home beh combo mematikan,netral,onana main home beh combo mati
"Taktik Amorim luar biasa! Serangan cepat dan efektif, ini sepak bola kelas dunia!",taktik amorim luar biasa serangan cepat dan efektif ini sepak bola kelas dunia,positif,taktik amorim serang cepat efektif sepak bola kelas dunia
Ten Hag masih butuh waktu. Kasih dia kesempatan buat ngebangun tim yang lebih solid.,ten hag masih butuh waktu kasih dia kesempatan buat ngebangun tim yang lebih solid,positif,ten hag butuh kasih kesempatan ngebangun tim solid
"ugarte dm, maino cm, bruno amf, lwf garnacho, rwf amad, cf hojlund",ugarte dm maino cm bruno amf lwf garnacho rwf amad cf hojlund,netral,ugarte dm maino bruno amf lwf garnacho rwf amad cf hojlund
"Lini tengah lebih solid, tidak mudah kehilangan bola seperti dulu.",lini tengah lebih solid tidak mudah kehilangan bola seperti dulu,positif,lini solid mudah hilang bola
Mending tukang kebun Old Trafford jadi pelatih daripada Amorim. Sungguh memalukan!,mending tukang kebun old trafford jadi pelatih daripada amorim sungguh memalukan,positif,mending tukang kebun old trafford latih amorim sungguh malu
"Rashford,amad,casemiro apaan dah gajelas",rashfordamadcasemiro apaan dah gajelas,negatif,rashfordamadcasemiro deh
"Amorim akhirnya bikin tim lebih kompak, tapi defense kita masih sering keluar dari posisi. Perlu lebih rapat!",amorim akhirnya bikin tim lebih kompak tapi defense kita masih sering keluar dari posisi perlu lebih rapat,netral,amorim bikin tim kompak defense posisi rapat
"@tifyanwisnuh kalo alasannya gatau, emang suka aneh aneh FA ï£¿Ã¼Ã²Ã, browsingÂ¬â¤ ketemu di webnya city",kalo alasannya gatau emang suka aneh aneh fa browsing ketemu di webnya city,negatif,kalo alas tau suka aneh aneh fa browsing ketemu di webnya city
SEMOGA AJA MATHYS TELL DIBELI DAH SAMA MAN U!!!!,semoga aja mathys tell dibeli dah sama man u,positif,moga mathys tell beli deh man lu
"Mainnya lumayan, nggak terlalu buruk tapi juga nggak spesial.",mainnya lumayan nggak terlalu buruk tapi juga nggak spesial,positif,main lumayan buruk spesial
"Kemenangan besar 4-0, tapi kita tetap harus waspada. Pertahanan harus lebih solid agar nggak kebobolan lagi.",kemenangan besar tapi kita tetap harus waspada pertahanan harus lebih solid agar nggak kebobolan lagi,positif,menang waspada tahan solid bobol
"Sangat setuju dengannya, ni pemain udah mentok, motivasi juga udah gak ada",sangat setuju dengannya ni pemain udah mentok motivasi juga udah gak ada,positif,tuju dengannya main mentok motivasi
"Gila, seru banget pertandingan kali ini! Ayo terus berjuang!",gila seru banget pertandingan kali ini ayo terus berjuang,positif,gila seru banget tanding kali ayo juang
mending ke juve tuker chiesa,mending ke juve tuker chiesa,netral,mending ke juve tuker chiesa
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main jam
"Sering banget kehilangan bola di tengah lapangan, parah sih!",sering banget kehilangan bola di tengah lapangan parah sih,negatif,banget hilang bola di lapang parah sih
