Comment Text,Cleaned Comment,Sentiment
Baru kali ini gue setuju sama statement carra,baru kali ini gue setuju sama statement carra,positif
"@mputraff tunggu 1 tahun baru 3 tahun dong, kok 4 si wkwk",tunggu tahun baru tahun dong kok si wkwk,positif
"Kemenangan besar 4-0, tapi kita tetap harus waspada. Pertahanan harus lebih solid agar nggak kebobolan lagi.",kemenangan besar tapi kita tetap harus waspada pertahanan harus lebih solid agar nggak kebobolan lagi,positif
@jeremiaharianja city yg kalah di final lawan emyu juga antah berantah dong mlo ngomong nya gtu.. ya masak lawan city 2-1 hoki.. klo 1-0 dibilang hoki mah gw masih stuju aja,city yg kalah di final lawan emyu juga antah berantah dong mlo ngomong nya gtu ya masak lawan city hoki klo dibilang hoki mah gw masih stuju aja,negatif
@fauzirhan14 harapan gue sih itu bang yg dari akademi ada yg jd wonderkid haha semoga yaa,harapan gue sih itu bang yg dari akademi ada yg jd wonderkid haha semoga yaa,positif
Udh sikat gpp,udh sikat gpp,negatif
"Ten Hag menunjukkan kemajuan dalam struktur permainan, tetapi ada kelemahan jelas di lini serang yang harus diperbaiki.",ten hag menunjukkan kemajuan dalam struktur permainan tetapi ada kelemahan jelas di lini serang yang harus diperbaiki,netral
"@duwan_ri111 itu bolo kiper bro, harus bisa nepis. Bola ngarah ke gawang itu bola kiper. Udah niat nepis ngak kena akhirnya kena tiang pye to to, belajar lagi",itu bolo kiper bro harus bisa nepis bola ngarah ke gawang itu bola kiper udah niat nepis ngak kena akhirnya kena tiang pye to to belajar lagi,negatif
"Selalu ada ruang untuk perbaikan, tapi setidaknya permainan lebih terstruktur sekarang.",selalu ada ruang untuk perbaikan tapi setidaknya permainan lebih terstruktur sekarang,positif
@wahyudii.24 Sancho rela potong gaji buat gabung Chelsea+gak ada biaya peminjaman,sancho rela potong gaji buat gabung chelseagak ada biaya peminjaman,netral
garnacho cowok macho,garnacho cowok macho,positif
FA dan European league reality,fa dan european league reality,netral
Amrabat aja udah 2 x main di Fiorentina,amrabat aja udah x main di fiorentina,netral
Kocak,kocak,negatif
"teruskan bang, jangan nonton sampe MU Juara",teruskan bang jangan nonton sampe mu juara,negatif
"Altay Bayindir mode Gacor ï£¿Ã¼Ã®â¢. Laga yg Luar biasa. Mau Dzolimi EmYu,, Nohhh di bayar kontan dgn Kemenangan",altay bayindir mode gacor laga yg luar biasa mau dzolimi emyu noh di bayar kontan dgn kemenangan,positif
"Banyak hal yang bisa diperbaiki, tapi ada peningkatan signifikan di penguasaan bola. Semoga pertahanan lebih solid.",banyak hal yang bisa diperbaiki tapi ada peningkatan signifikan di penguasaan bola semoga pertahanan lebih solid,positif
"Keliatan miskin taktik nya si botak ini dilihat dari transfernya eks ajax, kek udah mentok bgt anjir otaknya sampe ga mau coba pemain baru.",keliatan miskin taktik nya si botak ini dilihat dari transfernya eks ajax kek udah mentok bgt anjir otaknya sampe ga mau coba pemain baru,negatif
Sama Palmer + 60 juta fix hayu,sama palmer juta fix hayu,netral
"Tim lebih solid, tapi masih kurang kreativitas di lini tengah.",tim lebih solid tapi masih kurang kreativitas di lini tengah,negatif
"@gilang.prattama bukan opsi, tapi wajib",prattama bukan opsi tapi wajib,netral
"Bruno Fernandes tetap menjadi pengatur permainan, meskipun ada beberapa kali dia kehilangan bola dalam situasi krusial.",bruno fernandes tetap menjadi pengatur permainan meskipun ada beberapa kali dia kehilangan bola dalam situasi krusial,netral
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
cuma bisa siap si paling siap si paling pake otak makanya kalo komen anjing,cuma bisa siap si paling siap si paling pake otak makanya kalo komen anjing,negatif
Duhï£¿Ã¼Ã²Â¢,duh,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"Teruk gila finishing mu semalam, sepatutnya boleh gol lebih dari 5-0 tapi attacker dan finishing mu teruk gila ï£¿Ã¼Ã²Â¢",teruk gila finishing mu semalam sepatutnya boleh gol lebih dari tapi attacker dan finishing mu teruk gila,negatif
"MU bermain luar biasa! Kemenangan 3-0 di laga kedua Amorim, tapi saya masih merasa defense perlu diperbaiki.",mu bermain luar biasa kemenangan di laga kedua amorim tapi saya masih merasa defense perlu diperbaiki,positif
"MU menang 2-1, tapi kalau kita nggak rapat di belakang, bisa bahaya di pertandingan berikutnya.",mu menang tapi kalau kita nggak rapat di belakang bisa bahaya di pertandingan berikutnya,positif
Lahh hoaxï£¿Ã¼Ã²Ã,lahh hoax,negatif
Tim bobrookk tim bobrokk,tim bobrookk tim bobrokk,negatif
"@alief_akbar15 satu lagi, emang manajemen minta de gea sama greenwood balik lagi? Kocakï£¿Ã¼Ã²Ã",satu lagi emang manajemen minta de gea sama greenwood balik lagi kocak,negatif
@bachira_ego konstribusi gw? nonton live stream bayar di vidio.com ï£¿Ã¼Ã«Ã§,konstribusi gw nonton live stream bayar di vidiocom,netral
alhamdulillah menang hoki,alhamdulillah menang hoki,positif
"MU harus meningkatkan permainan passing di lini tengah, banyak yang harus diperbaiki.",mu harus meningkatkan permainan passing di lini tengah banyak yang harus diperbaiki,netral
"Setuju,",setuju,positif
Klo ga drama ya kalah,klo ga drama ya kalah,negatif
konstribusi gw? nonton live stream bayar di vidio.com,konstribusi gw nonton live stream bayar di vidiocom,netral
main aja jarang tapi kaga fit aneh,main aja jarang tapi kaga fit aneh,negatif
@maulanapetzl_23 terus coba sebutin siapa yg cocok gantiin?,terus coba sebutin siapa yg cocok gantiin,netral
"Suka banget sama kerja sama timnya, makin kompak tiap pertandingan.",suka banget sama kerja sama timnya makin kompak tiap pertandingan,positif
Taktik counter press Amorim lebih efektif dari Ten Hag.,taktik counter press amorim lebih efektif dari ten hag,positif
emyu legend main jam berapa min?,emyu legend main jam berapa min,netral
nah berarti game plan nya jalan kan,nah berarti game plan nya jalan kan,positif
"Tomini emang oke sih, cuman skill dia cool down nya lama banget. 1 match oke 10 match kedepan bapuk gitu terus siklus nya",tomini emang oke sih cuman skill dia cool down nya lama banget match oke match kedepan bapuk gitu terus siklus nya,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Maguire kelas,maguire kelas,positif
Main dah satu squad,main dah satu squad,netral
Dan itulah faktanya..,dan itulah faktanya,netral
Kalau jaman SAF ini pasti dicadangin dulu. Kayak De Gea duku juga diparkir dulu ama SAF. diganti ama Lindegaard.,kalau jaman saf ini pasti dicadangin dulu kayak de gea duku juga diparkir dulu ama saf diganti ama lindegaard,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"Mentalitas tim ini harus ditingkatkan, jangan sampai kalah lagi!",mentalitas tim ini harus ditingkatkan jangan sampai kalah lagi,negatif
"Kapan lagi dapet 2 pemain, tapi kalo ke juve oke lah barter sama chiesa mah",kapan lagi dapet pemain tapi kalo ke juve oke lah barter sama chiesa mah,netral
@kelvjunios nahh ï£¿Ã¼Ã²Ã forest sering loh maen 3 bek match terakhir menang 7-0 juga pake formasi itu,nahh forest sering loh maen bek match terakhir menang juga pake formasi itu,positif
tuker palmer kalo mau,tuker palmer kalo mau,netral
Mainoo beban sih.,mainoo beban sih,netral
"Saya melihat perbaikan yang jelas di bawah Ruben Amorim, tetapi kami harus lebih tajam di depan gawang. Hasil imbang menunjukkan bahwa masih banyak yang perlu diperbaiki.",saya melihat perbaikan yang jelas di bawah ruben amorim tetapi kami harus lebih tajam di depan gawang hasil imbang menunjukkan bahwa masih banyak yang perlu diperbaiki,netral
"Ruben Amorim bawa angin segar buat MU! Pemain-pemain muda makin berkembang, apalagi Garnacho yang makin jago!",ruben amorim bawa angin segar buat mu pemainpemain muda makin berkembang apalagi garnacho yang makin jago,positif
Bruno: pertahankan standart kita,bruno pertahankan standart kita,netral
"@arie_satria apaan krosingï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãcuma kesamping, gk ke arah kotak pinaltiï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã",apaan krosing cuma kesamping gk ke arah kotak pinalti,negatif
Fix jgn nonton live emyu ï£¿Ã¼Ã²Ã,fix jgn nonton live emyu,negatif
Cuman onana doang yang ngelawak,cuman onana doang yang ngelawak,negatif
amad mending diganti dulu dehh,amad mending diganti dulu dehh,negatif
"Saya melihat banyak peningkatan dalam permainan tim, meskipun hasilnya imbang, saya optimis dengan filosofi yang dibawa oleh Ruben Amorim.",saya melihat banyak peningkatan dalam permainan tim meskipun hasilnya imbang saya optimis dengan filosofi yang dibawa oleh ruben amorim,positif
"@kevinwaw16 mending ole, tapi diteriakin out",mending ole tapi diteriakin out,negatif
miracle in emirates stadiumï£¿Ã¼Ã®â¢,miracle in emirates stadium,netral
Comment Text,comment text,netral
yg mau streaming dm aja yak,yg mau streaming dm aja yak,netral
Amorim Master class babak kedua ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢,amorim master class babak kedua,netral
"Tim ini butuh striker yang lebih tajam, ayo belanja pemain baru!",tim ini butuh striker yang lebih tajam ayo belanja pemain baru,netral
standup comedy ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã«Ã¨,standup comedy,positif
"@rezadisap wajar ngab, orang gak pernah dikasih menit bermain yang layakï£¿Ã¼Ã²Ã, beda dengan Onani,, starter terus, planga-plongo iyaa ï£¿Ã¼Ã²Ã. Logikanya gini, ente sering main PS bola lawan orang yang jarang maen PS bola bakal menang mana?",wajar ngab orang gak pernah dikasih menit bermain yang layak beda dengan onani starter terus plangaplongo iyaa logikanya gini ente sering main ps bola lawan orang yang jarang maen ps bola bakal menang mana,positif
@kelvjunios posisi 2 juga unbeaten kan bang?,posisi juga unbeaten kan bang,netral
@farukfaisal_10 sama gan sumpah males,sama gan sumpah males,negatif
"MU menang 3-1 di laga ketiga Amorim! Tapi, lini belakang masih harus lebih solid. Kita harusnya bisa menang lebih besar!",mu menang di laga ketiga amorim tapi lini belakang masih harus lebih solid kita harusnya bisa menang lebih besar,positif
"@ipankmaulana75 Betul bang, apalagi tekanan di emyu sangat tinggi, takut nya ga berkembang malah down",betul bang apalagi tekanan di emyu sangat tinggi takut nya ga berkembang malah down,positif
"Defensifnya lumayan kuat, tapi perlu variasi serangan biar nggak gampang ditebak.",defensifnya lumayan kuat tapi perlu variasi serangan biar nggak gampang ditebak,positif
Tai tai taii,tai tai taii,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"Bermain cukup rapi, tapi kadang defensifnya ga konsisten. Tim butuh lebih banyak waktu untuk berkembang.",bermain cukup rapi tapi kadang defensifnya ga konsisten tim butuh lebih banyak waktu untuk berkembang,positif
"Ten Hag sering kesulitan dalam merotasi pemain, Amorim lebih fleksibel.",ten hag sering kesulitan dalam merotasi pemain amorim lebih fleksibel,negatif
"Garnacho makin berkembang, tapi masih perlu lebih sering dikasih kesempatan.",garnacho makin berkembang tapi masih perlu lebih sering dikasih kesempatan,positif
"@zubed_wahibatus_syarifudin utk visi masih bagus Pogba Casemiro,,cmn doi ini Maine Spartan cepat cover area, cepet mutus serangan lawan masih bisa meningkat lg",utk visi masih bagus pogba casemirocmn doi ini maine spartan cepat cover area cepet mutus serangan lawan masih bisa meningkat lg,positif
"Stop mainin rashford sm Casemiro sebagai starter, kasih Amad sm ugarte yg main Inti",stop mainin rashford sm casemiro sebagai starter kasih amad sm ugarte yg main inti,netral
"Amad dapet menit main lebih banyak, dribblingnya ngeri! Akhirnya talenta muda MU beneran dikasih kesempatan.",amad dapet menit main lebih banyak dribblingnya ngeri akhirnya talenta muda mu beneran dikasih kesempatan,positif
"Setuju sekali posisi garna emg posisi raspot,,, raspot udah kacau bgt ga ada keberanian duel menusuk ketika pegang bola ada lawan malah back pass",setuju sekali posisi garna emg posisi raspot raspot udah kacau bgt ga ada keberanian duel menusuk ketika pegang bola ada lawan malah back pass,negatif
apalagi yg di shoot kenceng banget dari samping ketepis sama bayindir anjas gilaa tuh bocahh ï£¿Ã¼Ã²Ã§,apalagi yg di shoot kenceng banget dari samping ketepis sama bayindir anjas gilaa tuh bocahh,negatif
Rashy emang udah malesan sekarang g kalo main,rashy emang udah malesan sekarang g kalo main,negatif
Kok case ga pernah di pake lagi ya ?,kok case ga pernah di pake lagi ya,negatif
Kekalahan memalukan 1-2! Kita terlalu mudah kebobolan dan serangan kita nggak efektif sama sekali. Amorim harus bekerja keras.,kekalahan memalukan kita terlalu mudah kebobolan dan serangan kita nggak efektif sama sekali amorim harus bekerja keras,positif
"@rezkynurhadii liat di juve, lumayan oke speed nya bisa lewatim lawan, mount ngatur serangan nya kurang , opsi gantiin bruno lebih bagus dari tominay, gaji nego aja lama2 juga turun, rumor terbaru juga dia mau ke emyu",liat di juve lumayan oke speed nya bisa lewatim lawan mount ngatur serangan nya kurang opsi gantiin bruno lebih bagus dari tominay gaji nego aja lama juga turun rumor terbaru juga dia mau ke emyu,positif
"Permainan lebih enak ditonton, tapi lini belakang masih sering bikin khawatir. Perlu ada perbaikan cepat.",permainan lebih enak ditonton tapi lini belakang masih sering bikin khawatir perlu ada perbaikan cepat,positif
@bachira_ego konstribusi gw? nonton live stream bayar di vidio.com ï£¿Ã¼Ã«Ã§,konstribusi gw nonton live stream bayar di vidiocom,netral
Kekalahan memalukan 1-2! Kita terlalu mudah kebobolan dan serangan kita nggak efektif sama sekali. Amorim harus bekerja keras.,kekalahan memalukan kita terlalu mudah kebobolan dan serangan kita nggak efektif sama sekali amorim harus bekerja keras,positif
"@mahadifqt tp kata pemujanya itu tidak bs dilakukan arteta di arsenal, tp secara kolektif dan permainan arsenal jauh lebih bagus.",tp kata pemujanya itu tidak bs dilakukan arteta di arsenal tp secara kolektif dan permainan arsenal jauh lebih bagus,positif
Hah nonton MU wkwk ga akan lagi nonton MU buat selamanya ngapain nonton badut di jam 3 pagi konyol,hah nonton mu wkwk ga akan lagi nonton mu buat selamanya ngapain nonton badut di jam pagi konyol,negatif
"Dukungan saya untuk MU tidak akan pernah luntur, selalu memberikan yang terbaik.",dukungan saya untuk mu tidak akan pernah luntur selalu memberikan yang terbaik,positif
"Amorim perlu perbaiki pertahanan set-piece, masih sering kebobolan dari situasi bola mati.",amorim perlu perbaiki pertahanan setpiece masih sering kebobolan dari situasi bola mati,negatif
Jadi inget dulu dia waktu pertama kali debut cocok nya jadi supersub coba aja dia jadiin supersub main nya pas babak ke 2,jadi inget dulu dia waktu pertama kali debut cocok nya jadi supersub coba aja dia jadiin supersub main nya pas babak ke,netral
"Ten Hag punya ide bagus tapi eksekusi buruk, Amorim lebih realistis dengan kondisi tim.",ten hag punya ide bagus tapi eksekusi buruk amorim lebih realistis dengan kondisi tim,negatif
"Ruben Amorim memperbaiki permainan tim, namun kami masih harus lebih tajam di depan gawang. Greenwood dan Rashford harus lebih banyak mencetak gol.",ruben amorim memperbaiki permainan tim namun kami masih harus lebih tajam di depan gawang greenwood dan rashford harus lebih banyak mencetak gol,netral
"Amorim kasih kita lebih solid di depan, tapi defense kita masih bisa lebih rapat. Kemenangan 4-0, tapi jangan lengah.",amorim kasih kita lebih solid di depan tapi defense kita masih bisa lebih rapat kemenangan tapi jangan lengah,positif
Kekalahan 1-2 sangat mengecewakan. Kita perlu lebih solid di lini belakang dan perbaiki koordinasi tim.,kekalahan sangat mengecewakan kita perlu lebih solid di lini belakang dan perbaiki koordinasi tim,negatif
"Lini pertahanan terlihat lebih solid di bawah Ruben Amorim, namun lini serang perlu lebih tajam untuk meraih kemenangan di pertandingan berikutnya.",lini pertahanan terlihat lebih solid di bawah ruben amorim namun lini serang perlu lebih tajam untuk meraih kemenangan di pertandingan berikutnya,positif
@gradwntra maksud dia pemain Brighton udah berada dibelakang bola semua,maksud dia pemain brighton udah berada dibelakang bola semua,netral
Wkwk setidaknya tidak sebapuk ini. Bila perlu sampai ethes presiden,wkwk setidaknya tidak sebapuk ini bila perlu sampai ethes presiden,negatif
"@rzkyaph dia niatnya mau ngindar bola, mau berdiri itu. dia juga asalnya mau ngambil bola dari bruno tapi ga nyampe alhasil gitu bang. uncluky banget",dia niatnya mau ngindar bola mau berdiri itu dia juga asalnya mau ngambil bola dari bruno tapi ga nyampe alhasil gitu bang uncluky banget,positif
kapan main lagi? dan jam berapa?,kapan main lagi dan jam berapa,netral
